Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
jmc_23,ejm_55,0.4389015484954388,0.0831639179076653,0.0
ejm_31,ejm_48,0.3315175457738633,0.0991237707542586,0.0
ejm_43,ejm_55,-1.952194821175926,0.1087722305839908,0.0
ejm_31,ejm_46,-0.4625048887838012,0.0971085124258448,0.0
jmc_23,ejm_46,0.9484826110203866,0.084363527447878,0.0
ejm_44,ejm_55,-2.6905419331466724,0.0881301176251427,0.0
ejm_47,ejm_31,0.2617126716309457,0.0874550080609732,0.0
ejm_49,ejm_31,-0.7243029044540208,0.0935336523175181,0.0
jmc_28,jmc_27,-1.1494592055514854,0.0971480690618776,0.0
ejm_31,ejm_45,-0.2689155043506375,0.1058036724650282,0.0
ejm_47,ejm_55,0.475669083189782,0.0920932029670074,0.0
jmc_28,jmc_30,-0.8146204008902718,0.0879653528161364,0.0
ejm_31,ejm_43,1.126620525833852,0.0981106298670567,0.0
ejm_55,ejm_54,-0.4430545044305258,0.0882830498943352,0.0
jmc_23,jmc_27,-0.0365855492450108,0.1060465076416557,0.0
ejm_49,ejm_50,-0.6098951998865871,0.092858851813328,0.0
ejm_42,ejm_55,-0.827097364249834,0.0996103774149326,0.0
ejm_45,ejm_42,-0.3886430684295483,0.0964241241036032,0.0
jmc_23,jmc_30,-0.7614866945960426,0.093399076868793,0.0
ejm_42,ejm_48,0.202383272755501,0.1091473122606505,0.0
ejm_31,jmc_28,-0.7234623058964047,0.0961145397032072,0.0
ejm_42,ejm_54,-1.0660958099046276,0.0880577703588052,0.0
ejm_50,ejm_42,-0.420557746500485,0.1086997727167732,0.0
ejm_44,ejm_42,-1.4030377903334106,0.0978155240589031,0.0
jmc_23,ejm_55,0.4216621832317511,0.0945952137495314,0.0
ejm_31,ejm_48,0.2528638154957647,0.1040496471118212,0.0
ejm_43,ejm_55,-1.3272494028042274,0.0963703447182759,0.0
ejm_31,ejm_46,-0.4995990740970715,0.0864682599100721,0.0
jmc_23,ejm_46,0.6838652973562152,0.0924177168630778,0.0
ejm_44,ejm_55,-3.175326717030672,0.1049174181172606,0.0
ejm_47,ejm_31,1.02443843984803,0.100648520234273,0.0
ejm_31,ejm_45,-0.0789929325629437,0.0927961866962819,0.0
ejm_47,ejm_55,0.1317598289448298,0.091910047504957,0.0
jmc_28,jmc_30,-0.9776816945600136,0.0938582177342273,0.0
ejm_42,ejm_48,0.3265659251452888,0.098548963994552,0.0
ejm_55,ejm_54,-0.5758164541565627,0.0969995501811926,0.0
ejm_44,ejm_42,-2.296128823331216,0.0967255651548498,0.0
ejm_42,ejm_54,-1.018105460769922,0.0953031341451285,0.0
ejm_31,ejm_43,1.7121177941927057,0.0912701055797791,0.0
ejm_45,ejm_42,-0.0511514134497925,0.0919870891197111,0.0
jmc_23,jmc_27,-0.2325594385677636,0.0989575511439017,0.0
ejm_49,ejm_50,0.2399849145029904,0.0962085627364499,0.0
ejm_42,ejm_55,-0.4283443025131852,0.0881528994987317,0.0
ejm_31,jmc_28,-0.6478702690081093,0.0970212817638854,0.0
ejm_49,ejm_31,-1.023320064673662,0.0917972604338985,0.0
jmc_28,jmc_27,-0.7398023347593181,0.0979466599402744,0.0
jmc_23,jmc_30,-0.7943266642036608,0.0973357115522847,0.0
ejm_50,ejm_42,0.1540941013406787,0.0978753585654974,0.0
jmc_23,ejm_55,0.4864544492384812,0.0900143037822013,0.0
ejm_31,ejm_48,0.624050966799814,0.0958993481818913,0.0
jmc_23,jmc_30,-0.4621176135674734,0.1019137398401963,0.0
jmc_23,ejm_46,0.9603063750383124,0.0981727794992781,0.0
ejm_44,ejm_55,-2.8950700290080285,0.0915666056357879,0.0
ejm_47,ejm_31,-0.1359116643204245,0.0950843956698189,0.0
jmc_28,jmc_30,-0.9355945383800872,0.109922991222722,0.0
ejm_50,ejm_42,-0.3003590640718094,0.1024645365556321,0.0
ejm_31,ejm_45,-0.206616682512795,0.0920176748414933,0.0
ejm_47,ejm_55,-0.2324004580091347,0.0951978492894281,0.0
ejm_42,ejm_54,-1.2923103248811645,0.0896666364693487,0.0
ejm_42,ejm_55,0.0895879075959502,0.1005542086540358,0.0
ejm_55,ejm_54,-0.6059556514911275,0.1029992370711839,0.0
jmc_23,jmc_27,-0.3652243142290015,0.0947340988582478,0.0
ejm_31,ejm_46,-0.5617357937071112,0.0957864248585208,0.0
ejm_45,ejm_42,0.6561447080125813,0.1008673137538421,0.0
ejm_43,ejm_55,-1.8394084922750304,0.0956991382820709,0.0
jmc_28,jmc_27,-0.934830194938396,0.0931247066041723,0.0
ejm_31,jmc_28,-0.7887448850039576,0.0945174712886668,0.0
ejm_49,ejm_31,-0.6987024112131586,0.0874199611418726,0.0
ejm_42,ejm_48,-0.2787283248810546,0.0847572826025905,0.0
ejm_44,ejm_42,-2.0530706434067767,0.0965703054987622,0.0
ejm_49,ejm_50,-0.2894171116892856,0.1080387575844916,0.0
ejm_31,ejm_43,0.6707314274180582,0.0925752715747125,0.0
