Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
22,1h1r,-0.8280994474397279,0.1006501760057781,0.0
17,22,-1.0621576888222322,0.1085314837260529,0.0
1oi9,20,2.580323147189354,0.1051873861084396,0.0
1oiy,1oi9,-1.2150932276085695,0.1066753063641626,0.0
28,26,3.1536031122798285,0.1090446418973531,0.0
1h1s,1oiy,1.8301076310542648,0.1471536567419499,0.0
26,1oi9,-2.518664995112953,0.0968033617380977,0.0
20,1h1q,0.5056685651373058,0.1054480827751776,0.0
29,26,0.5255745335487418,0.0993785933928465,0.0
17,21,-1.3739219590720104,0.1030296530014103,0.0
28,31,2.7104836547514246,0.1105806423408991,0.0
1oiy,29,-0.127725537199268,0.102513502459065,0.0
1oiy,1h1q,1.379091824525425,0.1022289863754952,0.0
1h1s,26,3.63272782462348,0.1112525852918405,0.0
1h1r,1oi9,-2.054208251594865,0.1178986849291585,0.0
1oiy,31,1.845029791905862,0.1103406606575591,0.0
30,31,1.5752120147608792,0.1130008164965692,0.0
1h1r,21,-1.1906982302161353,0.0990346009587346,0.0
31,32,-1.1620167272846658,0.1126497116374662,0.0
26,1h1q,1.535720448077889,0.1027757417294638,0.0
30,26,0.841338520771604,0.1083599939184057,0.0
1oiu,26,2.1485057283597837,0.1088029652060579,0.0
17,1h1q,-0.670081007599677,0.1005401537184569,0.0
1oiy,32,-0.5019170641968103,0.1029176547292448,0.0
1oiu,1h1q,3.250695840406852,0.1039553759822197,0.0
22,1h1r,-0.5965985885569829,0.0940504456181464,0.0
1oiy,32,-0.4703448363821856,0.1040449849751079,0.0
1oi9,20,2.681263688125245,0.1155953458736107,0.0
17,1h1q,-1.0689496560007363,0.1120673909655746,0.0
28,26,3.172027361807526,0.0999598403729078,0.0
1h1s,1oiy,1.187026088102158,0.0982465703510746,0.0
17,22,-0.5938730906982848,0.0918390666067515,0.0
20,1h1q,0.6490128481535251,0.1089420042407234,0.0
17,21,-1.33833865199197,0.0886963010551527,0.0
28,31,2.669600091442831,0.1134213900407393,0.0
26,1oi9,-2.649788609279557,0.0988684258565723,0.0
1oiy,1h1q,1.8740701479642643,0.106576035373332,0.0
29,26,0.763472269996857,0.0862094017030811,0.0
1h1r,1oi9,-3.369299021067576,0.0864888164239512,0.0
1h1r,21,-0.9233128287603272,0.1065947572084525,0.0
31,32,0.99587923815794,0.1033322168908985,0.0
30,31,1.0211968114792818,0.1001455808457478,0.0
30,26,0.4910508171131305,0.131881112636958,0.0
1oiu,26,2.193340701111982,0.0999055315337171,0.0
1oiy,29,0.0539338120375347,0.1019737826220683,0.0
1oiu,1h1q,3.211002374015827,0.1051994437317081,0.0
1h1s,26,1.8765542687275245,0.1144356234187057,0.0
1oiy,31,0.4906518177313614,0.0952865541815617,0.0
26,1h1q,1.0470073545592022,0.0934332688915366,0.0
1oiy,1oi9,-1.1597452231010834,0.1276625842907912,0.0
22,1h1r,-0.7564734871073746,0.1028512141718809,0.0
1oiy,32,-0.6278203482682407,0.1011243966203782,0.0
31,32,-0.5086897184844688,0.1162947994931109,0.0
26,1h1q,0.8215908244176191,0.1059865301902003,0.0
28,26,4.283452481475791,0.1057324525598674,0.0
1h1s,1oiy,1.8957056159899397,0.1186207319858843,0.0
17,22,-0.9666622409604636,0.0899948873531499,0.0
1oi9,20,1.9910103321434995,0.0940037464135115,0.0
1oiy,1oi9,-1.051971460156949,0.1019765821440124,0.0
17,21,-0.0388261891614618,0.0933532010361428,0.0
28,31,2.7314745464328,0.1052923210223932,0.0
26,1oi9,-1.9430248568470283,0.1036414300846665,0.0
1oiy,1h1q,2.185506201006426,0.1039481317504065,0.0
29,26,0.3956720256561148,0.1216431240166123,0.0
1h1r,1oi9,-3.253719417296363,0.1088724758522236,0.0
1oiy,29,-0.4392598816461266,0.1062136147756727,0.0
1oiu,1h1q,2.5116691494406886,0.1057962253490654,0.0
1h1s,26,2.27010679270472,0.1348258700018779,0.0
1h1r,21,-0.5369961430071193,0.0951928360235734,0.0
1oiy,31,-0.0188204465710626,0.0992074737787982,0.0
30,31,1.842051422811238,0.0968821538669163,0.0
30,26,-0.4349773512576149,0.1115517392499173,0.0
1oiu,26,2.944507824871746,0.1140213787388022,0.0
17,1h1q,-0.859734250484891,0.0942486282470959,0.0
20,1h1q,1.5576830494466378,0.0958140462445121,0.0
