Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
jmc_23,ejm_55,1.3567090046960466,0.0949594581811589,0.0
ejm_47,ejm_31,0.5205261833012855,0.0996850166408569,0.0
ejm_49,ejm_31,-2.1623310221720047,0.1020039645685232,0.0
ejm_31,ejm_46,-1.539899773938247,0.0903314699749508,0.0
jmc_23,ejm_46,0.9730000796153196,0.1061942379935066,0.0
ejm_44,ejm_55,-4.321222520116681,0.0979366890512421,0.0
ejm_47,ejm_55,-0.0108091152669622,0.109932652072572,0.0
jmc_23,jmc_30,-1.058941305732942,0.1004224718428918,0.0
ejm_31,ejm_43,1.880248195059771,0.0928364044045946,0.0
ejm_31,ejm_45,0.3733285542762665,0.0957695474655538,0.0
ejm_44,ejm_42,-4.336764589175132,0.1043409778673887,0.0
ejm_42,ejm_54,-1.8731826650104024,0.0894159247228062,0.0
ejm_50,ejm_42,-0.0584279644059044,0.1086502742673002,0.0
ejm_55,ejm_54,-1.3739165059356608,0.1010589136034399,0.0
jmc_23,jmc_27,-0.1628646410302732,0.0969260261608109,0.0
ejm_49,ejm_50,-1.7703067394166716,0.1042573950863023,0.0
ejm_42,ejm_55,-0.382260559396876,0.098296370290898,0.0
ejm_45,ejm_42,0.082175097679686,0.0936273406027573,0.0
ejm_43,ejm_55,-1.7388971386242602,0.1027111498871372,0.0
jmc_28,jmc_27,-1.3357837902944585,0.0869665822032866,0.0
ejm_31,jmc_28,-1.3888026305150838,0.0995622811669806,0.0
jmc_28,jmc_30,-0.3174098146024082,0.1020761108954297,0.0
ejm_31,ejm_48,0.1438924617131824,0.0922223809174327,0.0
ejm_42,ejm_48,0.4840550452901766,0.0970980974998586,0.0
jmc_23,ejm_55,2.0370156075744514,0.0804204122777419,0.0
ejm_31,ejm_48,-0.2859780397153919,0.1112358098383621,0.0
ejm_43,ejm_55,-1.7362265634180876,0.0962415605681582,0.0
ejm_31,ejm_46,-2.0019124653074822,0.0959709517980804,0.0
jmc_23,ejm_46,-0.4430143557846513,0.0864452908728708,0.0
ejm_44,ejm_55,-5.251298317484952,0.1130903507478171,0.0
ejm_47,ejm_31,-0.0977907398306001,0.1037583064591555,0.0
ejm_49,ejm_31,-1.5753798194278907,0.0956549058884613,0.0
jmc_28,jmc_27,-0.2090494069360495,0.0917356495615602,0.0
ejm_31,ejm_45,-0.0020667578144966,0.0984802857011926,0.0
ejm_47,ejm_55,-0.6542619048478251,0.1016406125965469,0.0
jmc_28,jmc_30,-0.8481270006338057,0.097255679533932,0.0
ejm_50,ejm_42,0.2800254511014373,0.1007370287050622,0.0
ejm_55,ejm_54,-1.4099508290638385,0.0937257432783841,0.0
ejm_44,ejm_42,-4.397635682281383,0.1269742708714699,0.0
ejm_42,ejm_54,-1.7386928398629813,0.0955321526563883,0.0
ejm_42,ejm_55,-1.2659090740067267,0.0963579979098724,0.0
ejm_45,ejm_42,0.5151881916302408,0.0803536456256397,0.0
jmc_23,jmc_27,-0.906613978921559,0.0925156385754152,0.0
ejm_49,ejm_50,-2.054201402862038,0.1101853394569857,0.0
ejm_31,jmc_28,-2.4116085962165386,0.0925445283005754,0.0
jmc_23,jmc_30,0.1323125167769969,0.1014935292228064,0.0
ejm_31,ejm_43,1.6987931794422924,0.1033766790151021,0.0
ejm_42,ejm_48,-0.0961440183812101,0.1000221764623881,0.0
jmc_23,ejm_55,2.0104978784292307,0.0941777765403995,0.0
ejm_31,ejm_48,0.6707924788823938,0.0891075640556616,0.0
ejm_49,ejm_31,-3.0105069777803664,0.0921371281212266,0.0
jmc_28,jmc_27,-0.7043714577322024,0.0931412734985683,0.0
jmc_23,ejm_46,0.6666003471025199,0.090412487792328,0.0
ejm_44,ejm_55,-5.122040703483872,0.1003113136227534,0.0
ejm_47,ejm_31,-0.1808881693694282,0.1052190479343541,0.0
jmc_23,jmc_30,-0.8578890886715467,0.0945007421417135,0.0
ejm_42,ejm_48,-0.1321942936748144,0.0945232113017103,0.0
ejm_31,ejm_45,-0.0525535117195623,0.0943109997599656,0.0
ejm_47,ejm_55,1.2508923635236116,0.0931871871780646,0.0
jmc_28,jmc_30,-1.2240610241467422,0.0854423097640218,0.0
ejm_31,ejm_43,1.217046389034632,0.0943610314889764,0.0
ejm_55,ejm_54,-1.972281299599924,0.1005676492009571,0.0
ejm_44,ejm_42,-3.233489332420003,0.0941928492619194,0.0
ejm_42,ejm_54,-2.341958992428344,0.0964911542648062,0.0
ejm_50,ejm_42,-0.2619056321824118,0.0930050272725257,0.0
ejm_45,ejm_42,0.3022989109970098,0.1097821422948832,0.0
jmc_23,jmc_27,-0.5170407655437188,0.1037339085151027,0.0
ejm_49,ejm_50,-1.5192926063158367,0.0877287034345569,0.0
ejm_42,ejm_55,-0.7398585134042435,0.1006416765838898,0.0
ejm_31,jmc_28,-2.475389101486387,0.095665177555636,0.0
ejm_43,ejm_55,-0.6757227726001354,0.0907145073906897,0.0
ejm_31,ejm_46,-1.9427053655350013,0.0827303685674561,0.0
